year,hbr,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,hb_name
2009,S08000021,All,All,Subarachnoid Haemorrhage,43,3.831315,4.195841,NA
2009,S08000021,All,Male,Cerebrovascular Disease,438,81.45564,136.331,NA
2009,S08000021,All,Male,Stroke,218,40.54185,65.19707,NA
2009,S08000021,All,Male,Subarachnoid Haemorrhage,18,3.347492,3.894368,NA
2009,S08000021,All,Female,Cerebrovascular Disease,663,113.4082,118.5181,NA
2009,S08000021,All,Female,Stroke,353,60.38172,62.39983,NA
2009,S08000021,All,Female,Subarachnoid Haemorrhage,25,4.276326,4.497315,NA
2009,S08000021,0-44 years,All,Cerebrovascular Disease,20,3.046644,3.136747,NA
2009,S08000021,0-44 years,All,Stroke,9,1.37099,1.41094,NA
2009,S08000021,0-44 years,All,Subarachnoid Haemorrhage,9,1.37099,1.435824,NA
2009,S08000021,0-44 years,Male,Cerebrovascular Disease,13,3.992715,4.172415,NA
2009,S08000021,0-44 years,Male,Stroke,7,2.149923,2.217992,NA
2009,S08000021,0-44 years,Male,Subarachnoid Haemorrhage,5,1.53566,1.640368,NA
2009,S08000021,0-44 years,Female,Cerebrovascular Disease,7,2.115654,2.101079,NA
2009,S08000021,0-44 years,Female,Stroke,2,0.604472,0.603888,NA
2009,S08000021,0-44 years,Female,Subarachnoid Haemorrhage,4,1.208945,1.231279,NA
2009,S08000021,45-64 years,All,Cerebrovascular Disease,89,30.75424,32.12797,NA
2009,S08000021,45-64 years,All,Stroke,49,16.93211,17.60476,NA
2009,S08000021,45-64 years,All,Subarachnoid Haemorrhage,15,5.183299,5.276806,NA
2009,S08000021,45-64 years,Male,Cerebrovascular Disease,48,34.23974,35.35233,NA
2009,S08000021,45-64 years,Male,Stroke,26,18.54652,18.96633,NA
2009,S08000021,45-64 years,Male,Subarachnoid Haemorrhage,6,4.279967,4.293578,NA
2009,S08000021,45-64 years,Female,Cerebrovascular Disease,41,27.47934,28.90362,NA
2009,S08000021,45-64 years,Female,Stroke,23,15.41524,16.24319,NA
2009,S08000021,45-64 years,Female,Subarachnoid Haemorrhage,9,6.03205,6.260033,NA
2009,S08000021,65-74 years,All,Cerebrovascular Disease,172,182.414,186.3618,NA
2009,S08000021,65-74 years,All,Stroke,89,94.38865,97.17098,NA
2009,S08000021,65-74 years,All,Subarachnoid Haemorrhage,8,8.484373,8.082794,NA
2009,S08000021,65-74 years,Male,Cerebrovascular Disease,97,228.4934,230.2791,NA
2009,S08000021,65-74 years,Male,Stroke,53,124.8469,125.9192,NA
2009,S08000021,65-74 years,Male,Subarachnoid Haemorrhage,2,4.711203,4.720615,NA
2009,S08000021,65-74 years,Female,Cerebrovascular Disease,75,144.6787,142.4445,NA
2009,S08000021,65-74 years,Female,Stroke,36,69.44578,68.42276,NA
2009,S08000021,65-74 years,Female,Subarachnoid Haemorrhage,6,11.5743,11.44497,NA
2009,S08000021,under75 years,All,Cerebrovascular Disease,281,27.01554,32.7206,NA
2009,S08000021,under75 years,All,Stroke,147,14.13269,17.17596,NA
2009,S08000021,under75 years,All,Subarachnoid Haemorrhage,32,3.076503,3.32131,NA
2009,S08000021,under75 years,Male,Cerebrovascular Disease,158,31.0881,39.34152,NA
2009,S08000021,under75 years,Male,Stroke,86,16.92137,21.36847,NA
2009,S08000021,under75 years,Male,Subarachnoid Haemorrhage,13,2.557882,2.768419,NA
2009,S08000021,under75 years,Female,Cerebrovascular Disease,123,23.12426,26.09968,NA
2009,S08000021,under75 years,Female,Stroke,61,11.46813,12.98345,NA
2009,S08000021,under75 years,Female,Subarachnoid Haemorrhage,19,3.57204,3.8742,NA
2009,S08000021,75plus years,All,Cerebrovascular Disease,820,997.7126,1084.987,NA
2009,S08000021,75plus years,All,Stroke,424,515.8904,535.2036,NA
2009,S08000021,75plus years,All,Subarachnoid Haemorrhage,11,13.38395,13.03833,NA
2009,S08000021,75plus years,Male,Cerebrovascular Disease,280,949.6998,1117.003,NA
2009,S08000021,75plus years,Male,Stroke,132,447.7156,508.3529,NA
2009,S08000021,75plus years,Male,Subarachnoid Haemorrhage,5,16.95893,15.27896,NA
2009,S08000021,75plus years,Female,Cerebrovascular Disease,540,1024.571,1052.971,NA
2009,S08000021,75plus years,Female,Stroke,292,554.0271,562.0544,NA
2009,S08000021,75plus years,Female,Subarachnoid Haemorrhage,6,11.38412,10.7977,NA
2009,S08000023,All,All,Cerebrovascular Disease,551,85.11756,122.1325,NA
2009,S08000023,All,All,Stroke,330,50.97785,69.77543,NA
2009,S08000023,All,All,Subarachnoid Haemorrhage,21,3.244045,3.486278,NA
2009,S08000023,All,Male,Cerebrovascular Disease,229,73.48859,131.6854,NA
2009,S08000023,All,Male,Stroke,124,39.79295,68.29268,NA
2009,S08000023,All,Male,Subarachnoid Haemorrhage,13,4.171841,4.581013,NA
2009,S08000023,All,Female,Cerebrovascular Disease,322,95.91126,112.5797,NA
2009,S08000023,All,Female,Stroke,206,61.35938,71.25817,NA
2009,S08000023,All,Female,Subarachnoid Haemorrhage,8,2.382888,2.391542,NA
2009,S08000023,0-44 years,All,Cerebrovascular Disease,12,3.232419,3.093101,NA
2009,S08000023,0-44 years,All,Stroke,6,1.61621,1.524438,NA
2009,S08000023,0-44 years,All,Subarachnoid Haemorrhage,3,0.808105,0.786625,NA
2009,S08000023,0-44 years,Male,Cerebrovascular Disease,7,3.793873,3.721655,NA
2009,S08000023,0-44 years,Male,Stroke,3,1.625946,1.60448,NA
2009,S08000023,0-44 years,Male,Subarachnoid Haemorrhage,2,1.083964,1.091786,NA
2009,S08000023,0-44 years,Female,Cerebrovascular Disease,5,2.677649,2.464547,NA
2009,S08000023,0-44 years,Female,Stroke,3,1.606589,1.444395,NA
2009,S08000023,0-44 years,Female,Subarachnoid Haemorrhage,1,0.53553,0.481465,NA
2009,S08000023,45-64 years,All,Cerebrovascular Disease,48,27.39382,27.98607,NA
2009,S08000023,45-64 years,All,Stroke,24,13.69691,14.13141,NA
2009,S08000023,45-64 years,All,Subarachnoid Haemorrhage,13,7.41916,7.521206,NA
2009,S08000023,45-64 years,Male,Cerebrovascular Disease,26,30.67376,31.36331,NA
2009,S08000023,45-64 years,Male,Stroke,13,15.33688,15.88073,NA
2009,S08000023,45-64 years,Male,Subarachnoid Haemorrhage,8,9.43808,9.522139,NA
2009,S08000023,45-64 years,Female,Cerebrovascular Disease,22,24.32041,24.60884,NA
2009,S08000023,45-64 years,Female,Stroke,11,12.16021,12.38209,NA
2009,S08000023,45-64 years,Female,Subarachnoid Haemorrhage,5,5.527366,5.520273,NA
2009,S08000023,65-74 years,All,Cerebrovascular Disease,89,155.2416,162.08,NA
2009,S08000023,65-74 years,All,Stroke,65,113.3787,117.3375,NA
2009,S08000023,65-74 years,All,Subarachnoid Haemorrhage,3,5.232862,5.448093,NA
2009,S08000023,65-74 years,Male,Cerebrovascular Disease,53,203.7443,208.7189,NA
2009,S08000023,65-74 years,Male,Stroke,37,142.2366,144.8785,NA
2009,S08000023,65-74 years,Male,Subarachnoid Haemorrhage,2,7.688463,7.740706,NA
2009,S08000023,65-74 years,Female,Cerebrovascular Disease,36,114.9535,115.4412,NA
2009,S08000023,65-74 years,Female,Stroke,28,89.40831,89.79647,NA
2009,S08000023,65-74 years,Female,Subarachnoid Haemorrhage,1,3.193154,3.155479,NA
2009,S08000023,under75 years,All,Cerebrovascular Disease,149,24.67741,28.6868,NA
2009,S08000023,under75 years,All,Stroke,95,15.73392,18.55874,NA
2009,S08000023,under75 years,All,Subarachnoid Haemorrhage,19,3.146784,3.285656,NA
2009,S08000023,under75 years,Male,Cerebrovascular Disease,86,29.1245,35.42467,NA
2009,S08000023,under75 years,Male,Stroke,53,17.94882,22.29346,NA
2009,S08000023,under75 years,Male,Subarachnoid Haemorrhage,12,4.063884,4.313962,NA
2009,S08000023,under75 years,Female,Cerebrovascular Disease,63,20.42093,21.94892,NA
2009,S08000023,under75 years,Female,Stroke,42,13.61395,14.82402,NA
2009,S08000023,under75 years,Female,Subarachnoid Haemorrhage,7,2.268992,2.25735,NA
2009,S08000023,75plus years,All,Cerebrovascular Disease,402,923.0981,1066.973,NA
2009,S08000023,75plus years,All,Stroke,235,539.622,587.633,NA
2009,S08000023,75plus years,All,Subarachnoid Haemorrhage,2,4.592528,5.514786,NA
2009,S08000023,75plus years,Male,Cerebrovascular Disease,143,875.7425,1104.988,NA
2009,S08000023,75plus years,Male,Stroke,71,434.8092,533.3959,NA
2009,S08000023,75plus years,Male,Subarachnoid Haemorrhage,1,6.124074,7.2812,NA
2009,S08000023,75plus years,Female,Cerebrovascular Disease,259,951.5062,1028.957,NA
2009,S08000023,75plus years,Female,Stroke,164,602.4982,641.8702,NA
2009,S08000023,75plus years,Female,Subarachnoid Haemorrhage,1,3.673769,3.748372,NA
2010,S92000003,All,All,Cerebrovascular Disease,4767,90.58949,109.7803,Scotland
2010,S92000003,All,All,Stroke,2613,49.65604,59.17809,Scotland
2010,S92000003,All,All,Subarachnoid Haemorrhage,167,3.173578,3.233955,Scotland
2010,S92000003,All,Male,Cerebrovascular Disease,1889,74.13024,114.7073,Scotland
2010,S92000003,All,Male,Stroke,1011,39.67478,59.88718,Scotland
2010,S92000003,All,Male,Subarachnoid Haemorrhage,59,2.315344,2.512383,Scotland
2010,S92000003,All,Female,Cerebrovascular Disease,2878,106.0434,104.8532,Scotland
2010,S92000003,All,Female,Stroke,1602,59.02766,58.469,Scotland
2010,S92000003,All,Female,Subarachnoid Haemorrhage,108,3.979393,3.955527,Scotland
2010,S92000003,0-44 years,All,Cerebrovascular Disease,56,1.9022810000000001,1.903362,Scotland
2010,S92000003,0-44 years,All,Stroke,28,0.951141,0.971911,Scotland
2010,S92000003,0-44 years,All,Subarachnoid Haemorrhage,20,0.679386,0.665387,Scotland
2010,S92000003,0-44 years,Male,Cerebrovascular Disease,39,2.657541,2.67884,Scotland
2010,S92000003,0-44 years,Male,Stroke,22,1.499126,1.535181,Scotland
2010,S92000003,0-44 years,Male,Subarachnoid Haemorrhage,11,0.749563,0.747671,Scotland
2010,S92000003,0-44 years,Female,Cerebrovascular Disease,17,1.151518,1.127884,Scotland
2010,S92000003,0-44 years,Female,Stroke,6,0.406418,0.408641,Scotland
2010,S92000003,0-44 years,Female,Subarachnoid Haemorrhage,9,0.609627,0.583103,Scotland
2010,S92000003,45-64 years,All,Cerebrovascular Disease,326,22.69967,22.8891,Scotland
2010,S92000003,45-64 years,All,Stroke,184,12.81209,12.93421,Scotland
2010,S92000003,45-64 years,All,Subarachnoid Haemorrhage,69,4.804532,4.801644,Scotland
2010,S92000003,45-64 years,Male,Cerebrovascular Disease,177,25.19695,25.30702,Scotland
2010,S92000003,45-64 years,Male,Stroke,107,15.23205,15.32874,Scotland
2010,S92000003,45-64 years,Male,Subarachnoid Haemorrhage,28,3.985958,3.945228,Scotland
2010,S92000003,45-64 years,Female,Cerebrovascular Disease,149,20.30864,20.47119,Scotland
2010,S92000003,45-64 years,Female,Stroke,77,10.49507,10.53967,Scotland
2010,S92000003,45-64 years,Female,Subarachnoid Haemorrhage,41,5.588283,5.658059,Scotland
2010,S92000003,65-74 years,All,Cerebrovascular Disease,560,117.1364,119.791,Scotland
2010,S92000003,65-74 years,All,Stroke,342,71.53689,73.05177,Scotland
2010,S92000003,65-74 years,All,Subarachnoid Haemorrhage,32,6.69351,6.590492,Scotland
2010,S92000003,65-74 years,Male,Cerebrovascular Disease,310,139.1938,141.2172,Scotland
2010,S92000003,65-74 years,Male,Stroke,191,85.76137,86.67539,Scotland
2010,S92000003,65-74 years,Male,Subarachnoid Haemorrhage,11,4.939136,4.939972,Scotland
2010,S92000003,65-74 years,Female,Cerebrovascular Disease,250,97.89947,98.36489,Scotland
2010,S92000003,65-74 years,Female,Stroke,151,59.13128,59.42814,Scotland
2010,S92000003,65-74 years,Female,Subarachnoid Haemorrhage,21,8.223555,8.241012,Scotland
2010,S92000003,under75 years,All,Cerebrovascular Disease,942,19.39048,21.61702,Scotland
2010,S92000003,under75 years,All,Stroke,554,11.40375,12.77234,Scotland
2010,S92000003,under75 years,All,Subarachnoid Haemorrhage,121,2.49071,2.553567,Scotland
2010,S92000003,under75 years,Male,Cerebrovascular Disease,526,21.98354,25.25356,Scotland
2010,S92000003,under75 years,Male,Stroke,320,13.37402,15.37586,Scotland
2010,S92000003,under75 years,Male,Subarachnoid Haemorrhage,50,2.08969,2.162555,Scotland
2010,S92000003,under75 years,Female,Cerebrovascular Disease,416,16.87384,17.98048,Scotland
2010,S92000003,under75 years,Female,Stroke,234,9.491538,10.16883,Scotland
2010,S92000003,under75 years,Female,Subarachnoid Haemorrhage,71,2.879911,2.94458,Scotland
2010,S92000003,75plus years,All,Cerebrovascular Disease,3825,946.4378,1001.209,Scotland
2010,S92000003,75plus years,All,Stroke,2059,509.4681,528.3918,Scotland
2010,S92000003,75plus years,All,Subarachnoid Haemorrhage,46,11.382,10.11343,Scotland
2010,S92000003,75plus years,Male,Cerebrovascular Disease,1363,876.4202,1019.184,Scotland
2010,S92000003,75plus years,Male,Stroke,691,444.3187,509.9461,Scotland
2010,S92000003,75plus years,Male,Subarachnoid Haemorrhage,9,5.787074,6.049531,Scotland
2010,S92000003,75plus years,Female,Cerebrovascular Disease,2462,990.2344,983.2332,Scotland
2010,S92000003,75plus years,Female,Stroke,1368,550.2196,546.8374,Scotland
2010,S92000003,75plus years,Female,Subarachnoid Haemorrhage,37,14.88167,14.17733,Scotland
2010,S08000015,All,All,Cerebrovascular Disease,294,78.86055,83.28394,Ayrshire and Arran
2010,S08000015,All,All,Stroke,161,43.18554,44.65314,Ayrshire and Arran
2010,S08000015,All,All,Subarachnoid Haemorrhage,7,1.877632,1.870645,Ayrshire and Arran
2010,S08000015,All,Male,Cerebrovascular Disease,107,60.01155,79.45068,Ayrshire and Arran
2010,S08000015,All,Male,Stroke,56,31.40792,40.24494,Ayrshire and Arran
2010,S08000015,All,Male,Subarachnoid Haemorrhage,3,1.682567,1.750843,Ayrshire and Arran
2010,S08000015,All,Female,Cerebrovascular Disease,187,96.13852,87.1172,Ayrshire and Arran
2010,S08000015,All,Female,Stroke,105,53.98152,49.06134,Ayrshire and Arran
2010,S08000015,All,Female,Subarachnoid Haemorrhage,4,2.056439,1.990446,Ayrshire and Arran
2010,S08000015,0-44 years,All,Cerebrovascular Disease,3,1.541014,1.420275,Ayrshire and Arran
2010,S08000015,0-44 years,All,Stroke,3,1.541014,1.420275,Ayrshire and Arran
2010,S08000015,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2010,S08000015,0-44 years,Male,Cerebrovascular Disease,2,2.087508,1.962301,Ayrshire and Arran
2010,S08000015,0-44 years,Male,Stroke,2,2.087508,1.962301,Ayrshire and Arran
2010,S08000015,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2010,S08000015,0-44 years,Female,Cerebrovascular Disease,1,1.011439,0.87825,Ayrshire and Arran
2010,S08000015,0-44 years,Female,Stroke,1,1.011439,0.87825,Ayrshire and Arran
2010,S08000015,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2010,S08000015,45-64 years,All,Cerebrovascular Disease,19,17.68149,17.7972,Ayrshire and Arran
2010,S08000015,45-64 years,All,Stroke,9,8.375443,8.445357,Ayrshire and Arran
2010,S08000015,45-64 years,All,Subarachnoid Haemorrhage,4,3.722419,3.707492,Ayrshire and Arran
2010,S08000015,45-64 years,Male,Cerebrovascular Disease,11,21.21627,21.19046,Ayrshire and Arran
2010,S08000015,45-64 years,Male,Stroke,5,9.64376,9.918914,Ayrshire and Arran
2010,S08000015,45-64 years,Male,Subarachnoid Haemorrhage,1,1.928752,1.881015,Ayrshire and Arran
2010,S08000015,45-64 years,Female,Cerebrovascular Disease,8,14.3859,14.40395,Ayrshire and Arran
2010,S08000015,45-64 years,Female,Stroke,4,7.192951,6.9718,Ayrshire and Arran
2010,S08000015,45-64 years,Female,Subarachnoid Haemorrhage,3,5.394713,5.53397,Ayrshire and Arran
2010,S08000015,65-74 years,All,Cerebrovascular Disease,41,104.9049,108.3523,Ayrshire and Arran
2010,S08000015,65-74 years,All,Stroke,24,61.40777,63.44306,Ayrshire and Arran
2010,S08000015,65-74 years,All,Subarachnoid Haemorrhage,2,5.117314,5.366011,Ayrshire and Arran
2010,S08000015,65-74 years,Male,Cerebrovascular Disease,25,136.1359,138.6837,Ayrshire and Arran
2010,S08000015,65-74 years,Male,Stroke,15,81.68155,82.8857,Ayrshire and Arran
2010,S08000015,65-74 years,Male,Subarachnoid Haemorrhage,1,5.445437,5.742077,Ayrshire and Arran
2010,S08000015,65-74 years,Female,Cerebrovascular Disease,16,77.2238,78.02094,Ayrshire and Arran
2010,S08000015,65-74 years,Female,Stroke,9,43.43839,44.00041,Ayrshire and Arran
2010,S08000015,65-74 years,Female,Subarachnoid Haemorrhage,1,4.826488,4.989945,Ayrshire and Arran
2010,S08000015,under75 years,All,Cerebrovascular Disease,63,18.46332,18.5277,Ayrshire and Arran
2010,S08000015,under75 years,All,Stroke,36,10.55047,10.62252,Ayrshire and Arran
2010,S08000015,under75 years,All,Subarachnoid Haemorrhage,6,1.758412,1.69881,Ayrshire and Arran
2010,S08000015,under75 years,Male,Cerebrovascular Disease,38,22.88895,23.33726,Ayrshire and Arran
2010,S08000015,under75 years,Male,Stroke,22,13.2515,13.61665,Ayrshire and Arran
2010,S08000015,under75 years,Male,Subarachnoid Haemorrhage,2,1.204681,1.210316,Ayrshire and Arran
2010,S08000015,under75 years,Female,Cerebrovascular Disease,25,14.26957,13.71813,Ayrshire and Arran
2010,S08000015,under75 years,Female,Stroke,14,7.990959,7.628379,Ayrshire and Arran
2010,S08000015,under75 years,Female,Subarachnoid Haemorrhage,4,2.283131,2.187304,Ayrshire and Arran
2010,S08000015,75plus years,All,Cerebrovascular Disease,231,731.1746,738.0415,Ayrshire and Arran
2010,S08000015,75plus years,All,Stroke,125,395.6573,388.7406,Ayrshire and Arran
2010,S08000015,75plus years,All,Subarachnoid Haemorrhage,1,3.165258,3.608089,Ayrshire and Arran
2010,S08000015,75plus years,Male,Cerebrovascular Disease,69,561.8893,646.8197,Ayrshire and Arran
2010,S08000015,75plus years,Male,Stroke,34,276.873,309.4866,Ayrshire and Arran
2010,S08000015,75plus years,Male,Subarachnoid Haemorrhage,1,8.143322,7.216179,Ayrshire and Arran
2010,S08000015,75plus years,Female,Cerebrovascular Disease,162,838.8132,829.2633,Ayrshire and Arran
2010,S08000015,75plus years,Female,Stroke,91,471.1852,467.9946,Ayrshire and Arran
2010,S08000015,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2010,S08000016,All,All,Cerebrovascular Disease,108,94.98681,95.81,Borders
2010,S08000016,All,All,Stroke,62,54.52946,52.21943,Borders
2010,S08000016,All,All,Subarachnoid Haemorrhage,5,4.397537,4.022395,Borders
2010,S08000016,All,Male,Cerebrovascular Disease,45,81.90604,102.0783,Borders
2010,S08000016,All,Male,Stroke,25,45.50336,51.95277,Borders
2010,S08000016,All,Male,Subarachnoid Haemorrhage,1,1.820134,2.298851,Borders
2010,S08000016,All,Female,Cerebrovascular Disease,63,107.2176,89.54165,Borders
2010,S08000016,All,Female,Stroke,37,62.96908,52.48608,Borders
2010,S08000016,All,Female,Subarachnoid Haemorrhage,4,6.807468,5.74594,Borders
2010,S08000016,0-44 years,All,Cerebrovascular Disease,1,1.792789,2.128565,Borders
2010,S08000016,0-44 years,All,Stroke,0,0,0,Borders
2010,S08000016,0-44 years,All,Subarachnoid Haemorrhage,1,1.792789,2.128565,Borders
2010,S08000016,0-44 years,Male,Cerebrovascular Disease,1,3.635042,4.257131,Borders
2010,S08000016,0-44 years,Male,Stroke,0,0,0,Borders
2010,S08000016,0-44 years,Male,Subarachnoid Haemorrhage,1,3.635042,4.257131,Borders
2010,S08000016,0-44 years,Female,Cerebrovascular Disease,0,0,0,Borders
2010,S08000016,0-44 years,Female,Stroke,0,0,0,Borders
2010,S08000016,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Borders
2010,S08000016,45-64 years,All,Cerebrovascular Disease,5,14.51885,13.29458,Borders
2010,S08000016,45-64 years,All,Stroke,2,5.807538,5.15734,Borders
2010,S08000016,45-64 years,All,Subarachnoid Haemorrhage,2,5.807538,5.59439,Borders
2010,S08000016,45-64 years,Male,Cerebrovascular Disease,1,5.885469,5.228986,Borders
2010,S08000016,45-64 years,Male,Stroke,1,5.885469,5.228986,Borders
2010,S08000016,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2010,S08000016,45-64 years,Female,Cerebrovascular Disease,4,22.92658,21.36017,Borders
2010,S08000016,45-64 years,Female,Stroke,1,5.731644,5.085694,Borders
2010,S08000016,45-64 years,Female,Subarachnoid Haemorrhage,2,11.46329,11.18878,Borders
2010,S08000016,65-74 years,All,Cerebrovascular Disease,13,101.9288,104.0694,Borders
2010,S08000016,65-74 years,All,Stroke,10,78.40677,80.51506,Borders
2010,S08000016,65-74 years,All,Subarachnoid Haemorrhage,1,7.840677,7.705348,Borders
2010,S08000016,65-74 years,Male,Cerebrovascular Disease,6,98.63554,100.2639,Borders
2010,S08000016,65-74 years,Male,Stroke,4,65.75703,68.56594,Borders
2010,S08000016,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2010,S08000016,65-74 years,Female,Cerebrovascular Disease,7,104.9318,107.8749,Borders
2010,S08000016,65-74 years,Female,Stroke,6,89.94154,92.46417,Borders
2010,S08000016,65-74 years,Female,Subarachnoid Haemorrhage,1,14.99026,15.4107,Borders
2010,S08000016,under75 years,All,Cerebrovascular Disease,19,18.4518,17.14261,Borders
2010,S08000016,under75 years,All,Stroke,12,11.65377,10.79206,Borders
2010,S08000016,under75 years,All,Subarachnoid Haemorrhage,4,3.884589,3.781319,Borders
2010,S08000016,under75 years,Male,Cerebrovascular Disease,8,15.81528,15.61785,Borders
2010,S08000016,under75 years,Male,Stroke,5,9.884548,9.434182,Borders
2010,S08000016,under75 years,Male,Subarachnoid Haemorrhage,1,1.97691,2.526209,Borders
2010,S08000016,under75 years,Female,Cerebrovascular Disease,11,20.99758,18.66737,Borders
2010,S08000016,under75 years,Female,Stroke,7,13.36209,12.14994,Borders
2010,S08000016,under75 years,Female,Subarachnoid Haemorrhage,3,5.726612,5.036428,Borders
2010,S08000016,75plus years,All,Cerebrovascular Disease,89,829.5274,891.2247,Borders
2010,S08000016,75plus years,All,Stroke,50,466.0267,471.0961,Borders
2010,S08000016,75plus years,All,Subarachnoid Haemorrhage,1,9.320533,6.459948,Borders
2010,S08000016,75plus years,Male,Cerebrovascular Disease,37,849.2082,976.29,Borders
2010,S08000016,75plus years,Male,Stroke,20,459.0314,481.863,Borders
2010,S08000016,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2010,S08000016,75plus years,Female,Cerebrovascular Disease,52,816.0703,806.1593,Borders
2010,S08000016,75plus years,Female,Stroke,30,470.8098,460.3293,Borders
2010,S08000016,75plus years,Female,Subarachnoid Haemorrhage,1,15.69366,12.9199,Borders
2010,S08000017,All,All,Cerebrovascular Disease,188,124.4209,125.4583,Dumfries and Galloway
2010,S08000017,All,All,Stroke,100,66.18134,64.07831,Dumfries and Galloway
2010,S08000017,All,All,Subarachnoid Haemorrhage,3,1.98544,2.842043,Dumfries and Galloway
2010,S08000017,All,Male,Cerebrovascular Disease,81,110.6845,139.7454,Dumfries and Galloway
2010,S08000017,All,Male,Stroke,43,58.75842,68.81667,Dumfries and Galloway
2010,S08000017,All,Male,Subarachnoid Haemorrhage,2,2.73295,4.451257,Dumfries and Galloway
2010,S08000017,All,Female,Cerebrovascular Disease,107,137.3221,111.1711,Dumfries and Galloway
2010,S08000017,All,Female,Stroke,57,73.15289,59.33996,Dumfries and Galloway
2010,S08000017,All,Female,Subarachnoid Haemorrhage,1,1.283384,1.232828,Dumfries and Galloway
2010,S08000017,0-44 years,All,Cerebrovascular Disease,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,All,Stroke,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,Male,Cerebrovascular Disease,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,Male,Stroke,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,Female,Cerebrovascular Disease,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,Female,Stroke,0,0,0,Dumfries and Galloway
2010,S08000017,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2010,S08000017,45-64 years,All,Cerebrovascular Disease,10,21.9814,21.62529,Dumfries and Galloway
2010,S08000017,45-64 years,All,Stroke,7,15.38698,15.10802,Dumfries and Galloway
2010,S08000017,45-64 years,All,Subarachnoid Haemorrhage,2,4.396281,4.578786,Dumfries and Galloway
2010,S08000017,45-64 years,Male,Cerebrovascular Disease,6,26.92152,26.57846,Dumfries and Galloway
2010,S08000017,45-64 years,Male,Stroke,5,22.4346,22.07307,Dumfries and Galloway
2010,S08000017,45-64 years,Male,Subarachnoid Haemorrhage,1,4.486921,4.505389,Dumfries and Galloway
2010,S08000017,45-64 years,Female,Cerebrovascular Disease,4,17.23692,16.67213,Dumfries and Galloway
2010,S08000017,45-64 years,Female,Stroke,2,8.618461,8.142974,Dumfries and Galloway
2010,S08000017,45-64 years,Female,Subarachnoid Haemorrhage,1,4.30923,4.652183,Dumfries and Galloway
2010,S08000017,65-74 years,All,Cerebrovascular Disease,18,100.598,101.1715,Dumfries and Galloway
2010,S08000017,65-74 years,All,Stroke,13,72.65411,72.66447,Dumfries and Galloway
2010,S08000017,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2010,S08000017,65-74 years,Male,Cerebrovascular Disease,9,104.4932,104.38720000000001,Dumfries and Galloway
2010,S08000017,65-74 years,Male,Stroke,7,81.2725,80.37361,Dumfries and Galloway
2010,S08000017,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2010,S08000017,65-74 years,Female,Cerebrovascular Disease,9,96.98276,97.95578,Dumfries and Galloway
2010,S08000017,65-74 years,Female,Stroke,6,64.65517,64.95533,Dumfries and Galloway
2010,S08000017,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2010,S08000017,under75 years,All,Cerebrovascular Disease,28,20.54563,17.97111,Dumfries and Galloway
2010,S08000017,under75 years,All,Stroke,20,14.67545,12.78395,Dumfries and Galloway
2010,S08000017,under75 years,All,Subarachnoid Haemorrhage,2,1.467545,1.333383,Dumfries and Galloway
2010,S08000017,under75 years,Male,Cerebrovascular Disease,15,22.35403,19.78456,Dumfries and Galloway
2010,S08000017,under75 years,Male,Stroke,12,17.88322,15.70175,Dumfries and Galloway
2010,S08000017,under75 years,Male,Subarachnoid Haemorrhage,1,1.490269,1.312009,Dumfries and Galloway
2010,S08000017,under75 years,Female,Cerebrovascular Disease,13,18.79156,16.15766,Dumfries and Galloway
2010,S08000017,under75 years,Female,Stroke,8,11.56404,9.866151,Dumfries and Galloway
2010,S08000017,under75 years,Female,Subarachnoid Haemorrhage,1,1.445504,1.354757,Dumfries and Galloway
2010,S08000017,75plus years,All,Cerebrovascular Disease,160,1079.768,1212.273,Dumfries and Galloway
2010,S08000017,75plus years,All,Stroke,80,539.8839,582.7213,Dumfries and Galloway
2010,S08000017,75plus years,All,Subarachnoid Haemorrhage,1,6.748549,18.09627,Dumfries and Galloway
